ID,original_title,scp_title,title_match(true/false),author_given_name,author_surname,author_id
1,Physical activity in depressed elderly. a systematic review,Physical activity in depressed elderly. A systematic review,True,Gioia,Mura,7005321937
1,Physical activity in depressed elderly. a systematic review,Physical activity in depressed elderly. A systematic review,True,Mauro Giovanni,Carta,7006714673
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,G. M.,Cooney,26028761700
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,K.,Dwan,25027473800
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,C. A.,Greig,7003441733
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,D. A.,Lawlor,7102452820
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,J.,Rimer,55361437700
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,F. R.,Waugh,55946350700
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,M.,McMurdo,35594258000
2,Exercise for depression,Exercise for depression: Some benefits but better trials are needed,False,G. E.,Mead,7101899968
3,Physical activity and the prevention of depression,Physical activity and the prevention of depression: A systematic review of prospective studies,False,George,Mammen,55382930700
3,Physical activity and the prevention of depression,Physical activity and the prevention of depression: A systematic review of prospective studies,False,Guy,Faulkner,7005753356
6,Treating major depression with physical activity: a systematic overview with recommendations,Treating Major Depression with Physical Activity: A Systematic Overview with Recommendations,True,Markus B.T.,Nyström,55535657100
6,Treating major depression with physical activity: a systematic overview with recommendations,Treating Major Depression with Physical Activity: A Systematic Overview with Recommendations,True,Gregory,Neely,57216849811
6,Treating major depression with physical activity: a systematic overview with recommendations,Treating Major Depression with Physical Activity: A Systematic Overview with Recommendations,True,Peter,Hassmén,7004745996
6,Treating major depression with physical activity: a systematic overview with recommendations,Treating Major Depression with Physical Activity: A Systematic Overview with Recommendations,True,Per,Carlbring,6603291354
7,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,True,Amanda L.,Rebar,55937151900
7,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,True,Robert,Stanton,7101932751
7,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,True,David,Geard,56719775400
7,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,True,Camille,Short,54394130400
7,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,True,Mitch J.,Duncan,8858216200
7,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,A meta-meta-analysis of the effect of physical activity on depression and anxiety in non-clinical adult populations,True,Corneel,Vandelanotte,15926457000
8,Using exercise to fight depression in older adults,Using exercise to fight depression in older adults: A Systematic review and meta-analysis,False,Stephan,Heinzel,25223351500
8,Using exercise to fight depression in older adults,Using exercise to fight depression in older adults: A Systematic review and meta-analysis,False,Jimmy B.,Lawrence,57109747500
8,Using exercise to fight depression in older adults,Using exercise to fight depression in older adults: A Systematic review and meta-analysis,False,Gunnar,Kallies,57110455700
8,Using exercise to fight depression in older adults,Using exercise to fight depression in older adults: A Systematic review and meta-analysis,False,Michael A.,Rapp,56577545000
8,Using exercise to fight depression in older adults,Using exercise to fight depression in older adults: A Systematic review and meta-analysis,False,Andreas,Heissel,57110279600
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Brendon,Stubbs,57204891343
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Davy,Vancampfort,26326634000
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Simon,Rosenbaum,45761309400
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Philip B.,Ward,7402102266
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Justin,Richards,56949738900
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Andrew,Soundy,23006632000
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Nicola,Veronese,36998781200
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Marco,Solmi,6507233742
9,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,Dropout from exercise randomized controlled trials among people with depression: A meta-analysis and meta regression,True,Felipe B.,Schuch,14016488400
10,Exercise and depressive symptoms in older adults: a systematic meta-analytic review,Exercise and depressive symptoms in older adults: A systematic meta-analytic review,True,Kathleen T.,Rhyner,56538172100
10,Exercise and depressive symptoms in older adults: a systematic meta-analytic review,Exercise and depressive symptoms in older adults: A systematic meta-analytic review,True,Amber,Watts,8404566600
11,Moderators of response in exercise treatment for depression: A systematic review,Moderators of response in exercise treatment for depression: A systematic review,True,F. B.,Schuch,14016488400
11,Moderators of response in exercise treatment for depression: A systematic review,Moderators of response in exercise treatment for depression: A systematic review,True,A. L.,Dunn,7201720357
11,Moderators of response in exercise treatment for depression: A systematic review,Moderators of response in exercise treatment for depression: A systematic review,True,A. C.,Kanitz,54785967400
11,Moderators of response in exercise treatment for depression: A systematic review,Moderators of response in exercise treatment for depression: A systematic review,True,R. S.,Delevatti,56521543800
11,Moderators of response in exercise treatment for depression: A systematic review,Moderators of response in exercise treatment for depression: A systematic review,True,M. P.,Fleck,7004523568
12,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,True,Felipe B.,Schuch,14016488400
12,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,True,Davy,Vancampfort,26326634000
12,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,True,Justin,Richards,56949738900
12,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,True,Simon,Rosenbaum,45761309400
12,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,True,Philip B.,Ward,7402102266
12,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,True,Brendon,Stubbs,57204891343
13,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,True,Felipe B.,Schuch,14016488400
13,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,True,Davy,Vancampfort,26326634000
13,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,True,Simon,Rosenbaum,45761309400
13,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,True,Justin,Richards,56949738900
13,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,True,Philip B.,Ward,7402102266
13,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,Exercise improves physical and psychological quality of life in people with depression: A meta-analysis including the evaluation of control group response,True,Brendon,Stubbs,57204891343
14,The effect of exercise on depressive symptoms in adolescents: a systematic review and meta-analysis,The Effect of Exercise on Depressive Symptoms in Adolescents: A Systematic Review and Meta-Analysis,True,Tim,Carter,7201799357
14,The effect of exercise on depressive symptoms in adolescents: a systematic review and meta-analysis,The Effect of Exercise on Depressive Symptoms in Adolescents: A Systematic Review and Meta-Analysis,True,Ioannis D.,Morres,15752770000
14,The effect of exercise on depressive symptoms in adolescents: a systematic review and meta-analysis,The Effect of Exercise on Depressive Symptoms in Adolescents: A Systematic Review and Meta-Analysis,True,Oonagh,Meade,35318571400
14,The effect of exercise on depressive symptoms in adolescents: a systematic review and meta-analysis,The Effect of Exercise on Depressive Symptoms in Adolescents: A Systematic Review and Meta-Analysis,True,Patrick,Callaghan,56007614600
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Felipe B.,Schuch,14016488400
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Davy,Vancampfort,26326634000
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Simon,Rosenbaum,45761309400
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Justin,Richards,56949738900
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Philip B.,Ward,7402102266
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Nicola,Veronese,36998781200
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Marco,Solmi,6507233742
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Eduardo L.,Cadore,24480570200
15,Exercise for depression in older adults: a meta-analysis of randomized controlled trials adjusting for publication bias,Exercise for depression in older adults: A meta-analysis of randomized controlled trials adjusting for publication bias,True,Brendon,Stubbs,57204891343
16,Exercise as a treatment for depression: A meta-analysis,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,False,Felipe B.,Schuch,14016488400
16,Exercise as a treatment for depression: A meta-analysis,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,False,Davy,Vancampfort,26326634000
16,Exercise as a treatment for depression: A meta-analysis,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,False,Justin,Richards,56949738900
16,Exercise as a treatment for depression: A meta-analysis,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,False,Simon,Rosenbaum,45761309400
16,Exercise as a treatment for depression: A meta-analysis,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,False,Philip B.,Ward,7402102266
16,Exercise as a treatment for depression: A meta-analysis,Exercise as a treatment for depression: A meta-analysis adjusting for publication bias,False,Brendon,Stubbs,57204891343
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,N.,Brondino,16229631000
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,M.,Rocchetti,55486699800
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,L.,Fusar-Poli,56652240300
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,E.,Codrons,55735387800
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,L.,Correale,56312494600
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,M.,Vandoni,24778918500
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,C.,Barbui,36886312000
18,A systematic review of cognitive effects of exercise in depression,A systematic review of cognitive effects of exercise in depression,True,P.,Politi,57201386464
19,A systematic review of yoga for major depressive disorder,A systematic review of yoga for major depressive disorder,True,Holger,Cramer,50161242500
19,A systematic review of yoga for major depressive disorder,A systematic review of yoga for major depressive disorder,True,Dennis,Anheyer,57191537058
19,A systematic review of yoga for major depressive disorder,A systematic review of yoga for major depressive disorder,True,Romy,Lauche,23482138400
19,A systematic review of yoga for major depressive disorder,A systematic review of yoga for major depressive disorder,True,Gustav,Dobos,55491154600
20,Efficacy of home-based non-pharmacological interventions for treating depression: a systematic review and network meta-analysis of randomised controlled trials,Efficacy of home-based non-pharmacological interventions for treating depression: A systematic review and network meta-analysis of randomised controlled trials,True,Kanokporn,Sukhato,56769973600
20,Efficacy of home-based non-pharmacological interventions for treating depression: a systematic review and network meta-analysis of randomised controlled trials,Efficacy of home-based non-pharmacological interventions for treating depression: A systematic review and network meta-analysis of randomised controlled trials,True,Manote,Lotrakul,6507562219
20,Efficacy of home-based non-pharmacological interventions for treating depression: a systematic review and network meta-analysis of randomised controlled trials,Efficacy of home-based non-pharmacological interventions for treating depression: A systematic review and network meta-analysis of randomised controlled trials,True,Alan,Dellow,16300969400
20,Efficacy of home-based non-pharmacological interventions for treating depression: a systematic review and network meta-analysis of randomised controlled trials,Efficacy of home-based non-pharmacological interventions for treating depression: A systematic review and network meta-analysis of randomised controlled trials,True,Pichai,Ittasakul,54885338400
20,Efficacy of home-based non-pharmacological interventions for treating depression: a systematic review and network meta-analysis of randomised controlled trials,Efficacy of home-based non-pharmacological interventions for treating depression: A systematic review and network meta-analysis of randomised controlled trials,True,Ammarin,Thakkinstian,6602111727
