source,target,no_of_reports_coauthored,no_of_srrs_coauthored,no_of_psrs_coauthored,percent_srrs
2,3,1.0,0.0,1.0,0.0
2,4,1.0,0.0,1.0,0.0
2,5,1.0,0.0,1.0,0.0
3,2,1.0,0.0,1.0,0.0
3,4,1.0,0.0,1.0,0.0
3,5,1.0,0.0,1.0,0.0
4,2,1.0,0.0,1.0,0.0
4,3,1.0,0.0,1.0,0.0
4,5,1.0,0.0,1.0,0.0
5,2,1.0,0.0,1.0,0.0
5,3,1.0,0.0,1.0,0.0
5,4,1.0,0.0,1.0,0.0
6,7,1.0,0.0,1.0,0.0
7,6,1.0,0.0,1.0,0.0
8,9,1.0,0.0,1.0,0.0
8,10,1.0,0.0,1.0,0.0
8,11,1.0,0.0,1.0,0.0
8,12,1.0,0.0,1.0,0.0
9,8,1.0,0.0,1.0,0.0
9,10,1.0,0.0,1.0,0.0
9,11,1.0,0.0,1.0,0.0
9,12,1.0,0.0,1.0,0.0
10,8,1.0,0.0,1.0,0.0
10,9,1.0,0.0,1.0,0.0
10,11,1.0,0.0,1.0,0.0
10,12,1.0,0.0,1.0,0.0
11,8,1.0,0.0,1.0,0.0
11,9,1.0,0.0,1.0,0.0
11,10,1.0,0.0,1.0,0.0
11,12,1.0,0.0,1.0,0.0
12,8,1.0,0.0,1.0,0.0
12,9,1.0,0.0,1.0,0.0
12,10,1.0,0.0,1.0,0.0
12,11,1.0,0.0,1.0,0.0
13,14,1.0,0.0,1.0,0.0
13,15,1.0,0.0,1.0,0.0
13,16,1.0,0.0,1.0,0.0
13,17,1.0,0.0,1.0,0.0
13,20,1.0,0.0,1.0,0.0
14,13,1.0,0.0,1.0,0.0
14,15,1.0,0.0,1.0,0.0
14,16,1.0,0.0,1.0,0.0
14,17,1.0,0.0,1.0,0.0
14,20,1.0,0.0,1.0,0.0
15,13,1.0,0.0,1.0,0.0
15,14,1.0,0.0,1.0,0.0
15,16,1.0,0.0,1.0,0.0
15,17,1.0,0.0,1.0,0.0
15,20,1.0,0.0,1.0,0.0
16,13,1.0,0.0,1.0,0.0
16,14,1.0,0.0,1.0,0.0
16,15,1.0,0.0,1.0,0.0
16,17,1.0,0.0,1.0,0.0
16,20,1.0,0.0,1.0,0.0
17,13,1.0,0.0,1.0,0.0
17,14,1.0,0.0,1.0,0.0
17,15,1.0,0.0,1.0,0.0
17,16,1.0,0.0,1.0,0.0
17,20,1.0,0.0,1.0,0.0
19,20,1.0,0.0,1.0,0.0
19,21,1.0,0.0,1.0,0.0
19,22,1.0,0.0,1.0,0.0
19,23,1.0,0.0,1.0,0.0
19,24,1.0,0.0,1.0,0.0
19,25,1.0,0.0,1.0,0.0
20,13,1.0,0.0,1.0,0.0
20,14,1.0,0.0,1.0,0.0
20,15,1.0,0.0,1.0,0.0
20,16,1.0,0.0,1.0,0.0
20,17,1.0,0.0,1.0,0.0
20,19,1.0,0.0,1.0,0.0
20,21,1.0,0.0,1.0,0.0
20,22,1.0,0.0,1.0,0.0
20,23,1.0,0.0,1.0,0.0
20,24,1.0,0.0,1.0,0.0
20,25,1.0,0.0,1.0,0.0
21,19,1.0,0.0,1.0,0.0
21,20,1.0,0.0,1.0,0.0
21,22,1.0,0.0,1.0,0.0
21,23,1.0,0.0,1.0,0.0
21,24,1.0,0.0,1.0,0.0
21,25,1.0,0.0,1.0,0.0
22,19,1.0,0.0,1.0,0.0
22,20,1.0,0.0,1.0,0.0
22,21,1.0,0.0,1.0,0.0
22,23,1.0,0.0,1.0,0.0
22,24,1.0,0.0,1.0,0.0
22,25,1.0,0.0,1.0,0.0
23,19,1.0,0.0,1.0,0.0
23,20,1.0,0.0,1.0,0.0
23,21,1.0,0.0,1.0,0.0
23,22,1.0,0.0,1.0,0.0
23,24,1.0,0.0,1.0,0.0
23,25,1.0,0.0,1.0,0.0
24,19,1.0,0.0,1.0,0.0
24,20,1.0,0.0,1.0,0.0
24,21,1.0,0.0,1.0,0.0
24,22,1.0,0.0,1.0,0.0
24,23,1.0,0.0,1.0,0.0
24,25,1.0,0.0,1.0,0.0
25,19,1.0,0.0,1.0,0.0
25,20,1.0,0.0,1.0,0.0
25,21,1.0,0.0,1.0,0.0
25,22,1.0,0.0,1.0,0.0
25,23,1.0,0.0,1.0,0.0
25,24,1.0,0.0,1.0,0.0
26,27,1.0,0.0,1.0,0.0
26,28,1.0,0.0,1.0,0.0
26,29,1.0,0.0,1.0,0.0
27,26,1.0,0.0,1.0,0.0
27,28,1.0,0.0,1.0,0.0
27,29,1.0,0.0,1.0,0.0
28,26,1.0,0.0,1.0,0.0
28,27,1.0,0.0,1.0,0.0
28,29,1.0,0.0,1.0,0.0
29,26,1.0,0.0,1.0,0.0
29,27,1.0,0.0,1.0,0.0
29,28,1.0,0.0,1.0,0.0
30,31,1.0,0.0,1.0,0.0
30,32,1.0,0.0,1.0,0.0
30,33,1.0,0.0,1.0,0.0
30,34,1.0,0.0,1.0,0.0
30,35,1.0,0.0,1.0,0.0
30,36,1.0,0.0,1.0,0.0
30,37,1.0,0.0,1.0,0.0
30,38,1.0,0.0,1.0,0.0
31,30,1.0,0.0,1.0,0.0
31,32,1.0,0.0,1.0,0.0
31,33,1.0,0.0,1.0,0.0
31,34,1.0,0.0,1.0,0.0
31,35,1.0,0.0,1.0,0.0
31,36,1.0,0.0,1.0,0.0
31,37,1.0,0.0,1.0,0.0
31,38,1.0,0.0,1.0,0.0
32,30,1.0,0.0,1.0,0.0
32,31,1.0,0.0,1.0,0.0
32,33,1.0,0.0,1.0,0.0
32,34,1.0,0.0,1.0,0.0
32,35,1.0,0.0,1.0,0.0
32,36,1.0,0.0,1.0,0.0
32,37,1.0,0.0,1.0,0.0
32,38,1.0,0.0,1.0,0.0
33,30,1.0,0.0,1.0,0.0
33,31,1.0,0.0,1.0,0.0
33,32,1.0,0.0,1.0,0.0
33,34,1.0,0.0,1.0,0.0
33,35,1.0,0.0,1.0,0.0
33,36,1.0,0.0,1.0,0.0
33,37,1.0,0.0,1.0,0.0
33,38,1.0,0.0,1.0,0.0
34,30,1.0,0.0,1.0,0.0
34,31,1.0,0.0,1.0,0.0
34,32,1.0,0.0,1.0,0.0
34,33,1.0,0.0,1.0,0.0
34,35,1.0,0.0,1.0,0.0
34,36,1.0,0.0,1.0,0.0
34,37,1.0,0.0,1.0,0.0
34,38,1.0,0.0,1.0,0.0
35,30,1.0,0.0,1.0,0.0
35,31,1.0,0.0,1.0,0.0
35,32,1.0,0.0,1.0,0.0
35,33,1.0,0.0,1.0,0.0
35,34,1.0,0.0,1.0,0.0
35,36,1.0,0.0,1.0,0.0
35,37,1.0,0.0,1.0,0.0
35,38,1.0,0.0,1.0,0.0
36,30,1.0,0.0,1.0,0.0
36,31,1.0,0.0,1.0,0.0
36,32,1.0,0.0,1.0,0.0
36,33,1.0,0.0,1.0,0.0
36,34,1.0,0.0,1.0,0.0
36,35,1.0,0.0,1.0,0.0
36,37,1.0,0.0,1.0,0.0
36,38,1.0,0.0,1.0,0.0
37,30,1.0,0.0,1.0,0.0
37,31,1.0,0.0,1.0,0.0
37,32,1.0,0.0,1.0,0.0
37,33,1.0,0.0,1.0,0.0
37,34,1.0,0.0,1.0,0.0
37,35,1.0,0.0,1.0,0.0
37,36,1.0,0.0,1.0,0.0
37,38,1.0,0.0,1.0,0.0
38,30,1.0,0.0,1.0,0.0
38,31,1.0,0.0,1.0,0.0
38,32,1.0,0.0,1.0,0.0
38,33,1.0,0.0,1.0,0.0
38,34,1.0,0.0,1.0,0.0
38,35,1.0,0.0,1.0,0.0
38,36,1.0,0.0,1.0,0.0
38,37,1.0,0.0,1.0,0.0
39,40,1.0,0.0,1.0,0.0
39,41,1.0,0.0,1.0,0.0
39,42,1.0,0.0,1.0,0.0
39,43,1.0,0.0,1.0,0.0
40,39,1.0,0.0,1.0,0.0
40,41,1.0,0.0,1.0,0.0
40,42,1.0,0.0,1.0,0.0
40,43,1.0,0.0,1.0,0.0
41,39,1.0,0.0,1.0,0.0
41,40,1.0,0.0,1.0,0.0
41,42,1.0,0.0,1.0,0.0
41,43,1.0,0.0,1.0,0.0
42,39,1.0,0.0,1.0,0.0
42,40,1.0,0.0,1.0,0.0
42,41,1.0,0.0,1.0,0.0
42,43,1.0,0.0,1.0,0.0
43,39,1.0,0.0,1.0,0.0
43,40,1.0,0.0,1.0,0.0
43,41,1.0,0.0,1.0,0.0
43,42,1.0,0.0,1.0,0.0
44,49863886900,1.0,0.0,1.0,0.0
44,53864637600,1.0,0.0,1.0,0.0
48,49,1.0,0.0,1.0,0.0
48,50,1.0,0.0,1.0,0.0
48,51,1.0,0.0,1.0,0.0
48,52,1.0,0.0,1.0,0.0
48,53,1.0,0.0,1.0,0.0
49,48,1.0,0.0,1.0,0.0
49,50,1.0,0.0,1.0,0.0
49,51,1.0,0.0,1.0,0.0
49,52,1.0,0.0,1.0,0.0
49,53,1.0,0.0,1.0,0.0
50,48,1.0,0.0,1.0,0.0
50,49,1.0,0.0,1.0,0.0
50,51,1.0,0.0,1.0,0.0
50,52,1.0,0.0,1.0,0.0
50,53,1.0,0.0,1.0,0.0
51,48,1.0,0.0,1.0,0.0
51,49,1.0,0.0,1.0,0.0
51,50,1.0,0.0,1.0,0.0
51,52,1.0,0.0,1.0,0.0
51,53,1.0,0.0,1.0,0.0
52,48,1.0,0.0,1.0,0.0
52,49,1.0,0.0,1.0,0.0
52,50,1.0,0.0,1.0,0.0
52,51,1.0,0.0,1.0,0.0
52,53,1.0,0.0,1.0,0.0
53,48,1.0,0.0,1.0,0.0
53,49,1.0,0.0,1.0,0.0
53,50,1.0,0.0,1.0,0.0
53,51,1.0,0.0,1.0,0.0
53,52,1.0,0.0,1.0,0.0
54,55,1.0,0.0,1.0,0.0
54,56,1.0,0.0,1.0,0.0
54,57,1.0,0.0,1.0,0.0
55,54,1.0,0.0,1.0,0.0
55,56,1.0,0.0,1.0,0.0
55,57,1.0,0.0,1.0,0.0
56,54,1.0,0.0,1.0,0.0
56,55,1.0,0.0,1.0,0.0
56,57,1.0,0.0,1.0,0.0
57,54,1.0,0.0,1.0,0.0
57,55,1.0,0.0,1.0,0.0
57,56,1.0,0.0,1.0,0.0
58,59,1.0,0.0,1.0,0.0
59,58,1.0,0.0,1.0,0.0
60,61,1.0,0.0,1.0,0.0
60,62,1.0,0.0,1.0,0.0
60,63,1.0,0.0,1.0,0.0
61,60,1.0,0.0,1.0,0.0
61,62,1.0,0.0,1.0,0.0
61,63,1.0,0.0,1.0,0.0
62,60,1.0,0.0,1.0,0.0
62,61,1.0,0.0,1.0,0.0
62,63,1.0,0.0,1.0,0.0
63,60,1.0,0.0,1.0,0.0
63,61,1.0,0.0,1.0,0.0
63,62,1.0,0.0,1.0,0.0
64,65,1.0,0.0,1.0,0.0
64,66,1.0,0.0,1.0,0.0
65,64,1.0,0.0,1.0,0.0
65,66,1.0,0.0,1.0,0.0
66,64,1.0,0.0,1.0,0.0
66,65,1.0,0.0,1.0,0.0
67,68,1.0,0.0,1.0,0.0
67,69,1.0,0.0,1.0,0.0
68,67,1.0,0.0,1.0,0.0
68,69,1.0,0.0,1.0,0.0
69,67,1.0,0.0,1.0,0.0
69,68,1.0,0.0,1.0,0.0
70,71,2.0,0.0,2.0,0.0
70,72,1.0,0.0,1.0,0.0
70,187,1.0,0.0,1.0,0.0
71,70,2.0,0.0,2.0,0.0
71,72,1.0,0.0,1.0,0.0
71,187,1.0,0.0,1.0,0.0
72,70,1.0,0.0,1.0,0.0
72,71,1.0,0.0,1.0,0.0
73,74,1.0,0.0,1.0,0.0
73,75,1.0,0.0,1.0,0.0
74,73,1.0,0.0,1.0,0.0
74,75,1.0,0.0,1.0,0.0
75,73,1.0,0.0,1.0,0.0
75,74,1.0,0.0,1.0,0.0
76,77,1.0,0.0,1.0,0.0
77,76,1.0,0.0,1.0,0.0
80,81,1.0,0.0,1.0,0.0
80,82,1.0,0.0,1.0,0.0
81,80,1.0,0.0,1.0,0.0
81,82,1.0,0.0,1.0,0.0
82,80,1.0,0.0,1.0,0.0
82,81,1.0,0.0,1.0,0.0
83,84,1.0,0.0,1.0,0.0
84,83,1.0,0.0,1.0,0.0
85,86,1.0,0.0,1.0,0.0
85,87,1.0,0.0,1.0,0.0
85,88,1.0,0.0,1.0,0.0
86,85,1.0,0.0,1.0,0.0
86,87,1.0,0.0,1.0,0.0
86,88,1.0,0.0,1.0,0.0
87,85,1.0,0.0,1.0,0.0
87,86,1.0,0.0,1.0,0.0
87,88,1.0,0.0,1.0,0.0
88,85,1.0,0.0,1.0,0.0
88,86,1.0,0.0,1.0,0.0
88,87,1.0,0.0,1.0,0.0
90,91,1.0,0.0,1.0,0.0
90,49863133400,2.0,0.0,2.0,0.0
90,49863886900,2.0,0.0,2.0,0.0
90,53864637600,2.0,0.0,2.0,0.0
91,90,1.0,0.0,1.0,0.0
91,49863133400,1.0,0.0,1.0,0.0
91,49863886900,1.0,0.0,1.0,0.0
91,53864637600,1.0,0.0,1.0,0.0
92,93,1.0,0.0,1.0,0.0
92,94,1.0,0.0,1.0,0.0
93,92,1.0,0.0,1.0,0.0
93,94,1.0,0.0,1.0,0.0
94,92,1.0,0.0,1.0,0.0
94,93,1.0,0.0,1.0,0.0
95,96,1.0,0.0,1.0,0.0
95,97,1.0,0.0,1.0,0.0
96,95,1.0,0.0,1.0,0.0
96,97,1.0,0.0,1.0,0.0
97,95,1.0,0.0,1.0,0.0
97,96,1.0,0.0,1.0,0.0
98,99,1.0,0.0,1.0,0.0
98,100,1.0,0.0,1.0,0.0
98,101,1.0,0.0,1.0,0.0
98,102,1.0,0.0,1.0,0.0
99,98,1.0,0.0,1.0,0.0
99,100,1.0,0.0,1.0,0.0
99,101,1.0,0.0,1.0,0.0
99,102,1.0,0.0,1.0,0.0
100,98,1.0,0.0,1.0,0.0
100,99,1.0,0.0,1.0,0.0
100,101,1.0,0.0,1.0,0.0
100,102,1.0,0.0,1.0,0.0
101,98,1.0,0.0,1.0,0.0
101,99,1.0,0.0,1.0,0.0
101,100,1.0,0.0,1.0,0.0
101,102,1.0,0.0,1.0,0.0
102,98,1.0,0.0,1.0,0.0
102,99,1.0,0.0,1.0,0.0
102,100,1.0,0.0,1.0,0.0
102,101,1.0,0.0,1.0,0.0
107,108,1.0,0.0,1.0,0.0
107,109,1.0,0.0,1.0,0.0
108,107,1.0,0.0,1.0,0.0
108,109,1.0,0.0,1.0,0.0
109,107,1.0,0.0,1.0,0.0
109,108,1.0,0.0,1.0,0.0
112,113,1.0,0.0,1.0,0.0
113,112,1.0,0.0,1.0,0.0
115,116,1.0,0.0,1.0,0.0
115,117,1.0,0.0,1.0,0.0
116,115,1.0,0.0,1.0,0.0
116,117,1.0,0.0,1.0,0.0
117,115,1.0,0.0,1.0,0.0
117,116,1.0,0.0,1.0,0.0
118,119,1.0,0.0,1.0,0.0
118,7006542576,1.0,0.0,1.0,0.0
118,14619963100,1.0,0.0,1.0,0.0
118,56634370400,1.0,0.0,1.0,0.0
119,118,1.0,0.0,1.0,0.0
119,7006542576,1.0,0.0,1.0,0.0
119,14619963100,1.0,0.0,1.0,0.0
119,56634370400,1.0,0.0,1.0,0.0
124,125,1.0,0.0,1.0,0.0
124,126,1.0,0.0,1.0,0.0
124,127,1.0,0.0,1.0,0.0
124,128,1.0,0.0,1.0,0.0
124,6602966839,1.0,0.0,1.0,0.0
125,124,1.0,0.0,1.0,0.0
125,126,1.0,0.0,1.0,0.0
125,127,1.0,0.0,1.0,0.0
125,128,1.0,0.0,1.0,0.0
125,6602966839,1.0,0.0,1.0,0.0
126,124,1.0,0.0,1.0,0.0
126,125,1.0,0.0,1.0,0.0
126,127,1.0,0.0,1.0,0.0
126,128,1.0,0.0,1.0,0.0
126,6602966839,1.0,0.0,1.0,0.0
127,124,1.0,0.0,1.0,0.0
127,125,1.0,0.0,1.0,0.0
127,126,1.0,0.0,1.0,0.0
127,128,1.0,0.0,1.0,0.0
127,6602966839,1.0,0.0,1.0,0.0
128,124,1.0,0.0,1.0,0.0
128,125,1.0,0.0,1.0,0.0
128,126,1.0,0.0,1.0,0.0
128,127,1.0,0.0,1.0,0.0
128,6602966839,1.0,0.0,1.0,0.0
130,131,1.0,0.0,1.0,0.0
130,132,1.0,0.0,1.0,0.0
130,133,1.0,0.0,1.0,0.0
131,130,1.0,0.0,1.0,0.0
131,132,1.0,0.0,1.0,0.0
131,133,1.0,0.0,1.0,0.0
132,130,1.0,0.0,1.0,0.0
132,131,1.0,0.0,1.0,0.0
132,133,1.0,0.0,1.0,0.0
133,130,1.0,0.0,1.0,0.0
133,131,1.0,0.0,1.0,0.0
133,132,1.0,0.0,1.0,0.0
134,135,1.0,0.0,1.0,0.0
134,136,1.0,0.0,1.0,0.0
135,134,1.0,0.0,1.0,0.0
135,136,1.0,0.0,1.0,0.0
136,134,1.0,0.0,1.0,0.0
136,135,1.0,0.0,1.0,0.0
139,196,1.0,0.0,1.0,0.0
139,198,1.0,0.0,1.0,0.0
139,57224721640,1.0,0.0,1.0,0.0
140,141,1.0,0.0,1.0,0.0
140,142,1.0,0.0,1.0,0.0
140,143,1.0,0.0,1.0,0.0
141,140,1.0,0.0,1.0,0.0
141,142,1.0,0.0,1.0,0.0
141,143,1.0,0.0,1.0,0.0
142,140,1.0,0.0,1.0,0.0
142,141,1.0,0.0,1.0,0.0
142,143,1.0,0.0,1.0,0.0
143,140,1.0,0.0,1.0,0.0
143,141,1.0,0.0,1.0,0.0
143,142,1.0,0.0,1.0,0.0
144,145,1.0,0.0,1.0,0.0
144,191,1.0,0.0,1.0,0.0
145,144,1.0,0.0,1.0,0.0
145,191,1.0,0.0,1.0,0.0
147,148,1.0,0.0,1.0,0.0
147,149,1.0,0.0,1.0,0.0
147,150,1.0,0.0,1.0,0.0
147,151,1.0,0.0,1.0,0.0
147,13409371900,1.0,0.0,1.0,0.0
148,147,1.0,0.0,1.0,0.0
148,149,1.0,0.0,1.0,0.0
148,150,1.0,0.0,1.0,0.0
148,151,1.0,0.0,1.0,0.0
148,13409371900,1.0,0.0,1.0,0.0
149,147,1.0,0.0,1.0,0.0
149,148,1.0,0.0,1.0,0.0
149,150,1.0,0.0,1.0,0.0
149,151,1.0,0.0,1.0,0.0
149,13409371900,1.0,0.0,1.0,0.0
150,147,1.0,0.0,1.0,0.0
150,148,1.0,0.0,1.0,0.0
150,149,1.0,0.0,1.0,0.0
150,151,1.0,0.0,1.0,0.0
150,13409371900,1.0,0.0,1.0,0.0
151,147,1.0,0.0,1.0,0.0
151,148,1.0,0.0,1.0,0.0
151,149,1.0,0.0,1.0,0.0
151,150,1.0,0.0,1.0,0.0
151,13409371900,1.0,0.0,1.0,0.0
152,153,1.0,0.0,1.0,0.0
152,154,1.0,0.0,1.0,0.0
152,155,1.0,0.0,1.0,0.0
152,156,1.0,0.0,1.0,0.0
152,157,1.0,0.0,1.0,0.0
152,158,1.0,0.0,1.0,0.0
152,159,1.0,0.0,1.0,0.0
153,152,1.0,0.0,1.0,0.0
153,154,1.0,0.0,1.0,0.0
153,155,1.0,0.0,1.0,0.0
153,156,1.0,0.0,1.0,0.0
153,157,1.0,0.0,1.0,0.0
153,158,1.0,0.0,1.0,0.0
153,159,1.0,0.0,1.0,0.0
154,152,1.0,0.0,1.0,0.0
154,153,1.0,0.0,1.0,0.0
154,155,1.0,0.0,1.0,0.0
154,156,1.0,0.0,1.0,0.0
154,157,1.0,0.0,1.0,0.0
154,158,1.0,0.0,1.0,0.0
154,159,1.0,0.0,1.0,0.0
155,152,1.0,0.0,1.0,0.0
155,153,1.0,0.0,1.0,0.0
155,154,1.0,0.0,1.0,0.0
155,156,1.0,0.0,1.0,0.0
155,157,1.0,0.0,1.0,0.0
155,158,1.0,0.0,1.0,0.0
155,159,1.0,0.0,1.0,0.0
156,152,1.0,0.0,1.0,0.0
156,153,1.0,0.0,1.0,0.0
156,154,1.0,0.0,1.0,0.0
156,155,1.0,0.0,1.0,0.0
156,157,1.0,0.0,1.0,0.0
156,158,1.0,0.0,1.0,0.0
156,159,1.0,0.0,1.0,0.0
157,152,1.0,0.0,1.0,0.0
157,153,1.0,0.0,1.0,0.0
157,154,1.0,0.0,1.0,0.0
157,155,1.0,0.0,1.0,0.0
157,156,1.0,0.0,1.0,0.0
157,158,1.0,0.0,1.0,0.0
157,159,1.0,0.0,1.0,0.0
158,152,1.0,0.0,1.0,0.0
158,153,1.0,0.0,1.0,0.0
158,154,1.0,0.0,1.0,0.0
158,155,1.0,0.0,1.0,0.0
158,156,1.0,0.0,1.0,0.0
158,157,1.0,0.0,1.0,0.0
158,159,1.0,0.0,1.0,0.0
159,152,1.0,0.0,1.0,0.0
159,153,1.0,0.0,1.0,0.0
159,154,1.0,0.0,1.0,0.0
159,155,1.0,0.0,1.0,0.0
159,156,1.0,0.0,1.0,0.0
159,157,1.0,0.0,1.0,0.0
159,158,1.0,0.0,1.0,0.0
160,195,1.0,0.0,1.0,0.0
161,7003678505,1.0,0.0,1.0,0.0
161,7004348315,1.0,0.0,1.0,0.0
161,7004574196,1.0,0.0,1.0,0.0
161,7005494101,1.0,0.0,1.0,0.0
161,7006367611,1.0,0.0,1.0,0.0
161,7006720009,1.0,0.0,1.0,0.0
161,7201922805,1.0,0.0,1.0,0.0
161,9639198800,1.0,0.0,1.0,0.0
161,24337972700,1.0,0.0,1.0,0.0
161,35237466800,1.0,0.0,1.0,0.0
161,36904533000,1.0,0.0,1.0,0.0
161,55800249300,1.0,0.0,1.0,0.0
161,56759548200,1.0,0.0,1.0,0.0
161,57203557091,1.0,0.0,1.0,0.0
161,57217153933,1.0,0.0,1.0,0.0
161,57220774479,1.0,0.0,1.0,0.0
163,164,1.0,1.0,0.0,1.0
163,165,1.0,1.0,0.0,1.0
163,190,1.0,1.0,0.0,1.0
164,163,1.0,1.0,0.0,1.0
164,165,1.0,1.0,0.0,1.0
164,190,1.0,1.0,0.0,1.0
165,163,1.0,1.0,0.0,1.0
165,164,1.0,1.0,0.0,1.0
165,190,1.0,1.0,0.0,1.0
166,167,1.0,0.0,1.0,0.0
166,168,1.0,0.0,1.0,0.0
166,169,1.0,0.0,1.0,0.0
166,170,1.0,0.0,1.0,0.0
166,171,1.0,0.0,1.0,0.0
166,172,1.0,0.0,1.0,0.0
166,173,1.0,0.0,1.0,0.0
167,166,1.0,0.0,1.0,0.0
167,168,1.0,0.0,1.0,0.0
167,169,1.0,0.0,1.0,0.0
167,170,1.0,0.0,1.0,0.0
167,171,1.0,0.0,1.0,0.0
167,172,1.0,0.0,1.0,0.0
167,173,1.0,0.0,1.0,0.0
168,166,1.0,0.0,1.0,0.0
168,167,1.0,0.0,1.0,0.0
168,169,1.0,0.0,1.0,0.0
168,170,1.0,0.0,1.0,0.0
168,171,1.0,0.0,1.0,0.0
168,172,1.0,0.0,1.0,0.0
168,173,1.0,0.0,1.0,0.0
169,166,1.0,0.0,1.0,0.0
169,167,1.0,0.0,1.0,0.0
169,168,1.0,0.0,1.0,0.0
169,170,1.0,0.0,1.0,0.0
169,171,1.0,0.0,1.0,0.0
169,172,1.0,0.0,1.0,0.0
169,173,1.0,0.0,1.0,0.0
170,166,1.0,0.0,1.0,0.0
170,167,1.0,0.0,1.0,0.0
170,168,1.0,0.0,1.0,0.0
170,169,1.0,0.0,1.0,0.0
170,171,1.0,0.0,1.0,0.0
170,172,1.0,0.0,1.0,0.0
170,173,1.0,0.0,1.0,0.0
171,166,1.0,0.0,1.0,0.0
171,167,1.0,0.0,1.0,0.0
171,168,1.0,0.0,1.0,0.0
171,169,1.0,0.0,1.0,0.0
171,170,1.0,0.0,1.0,0.0
171,172,1.0,0.0,1.0,0.0
171,173,1.0,0.0,1.0,0.0
172,166,1.0,0.0,1.0,0.0
172,167,1.0,0.0,1.0,0.0
172,168,1.0,0.0,1.0,0.0
172,169,1.0,0.0,1.0,0.0
172,170,1.0,0.0,1.0,0.0
172,171,1.0,0.0,1.0,0.0
172,173,1.0,0.0,1.0,0.0
173,166,1.0,0.0,1.0,0.0
173,167,1.0,0.0,1.0,0.0
173,168,1.0,0.0,1.0,0.0
173,169,1.0,0.0,1.0,0.0
173,170,1.0,0.0,1.0,0.0
173,171,1.0,0.0,1.0,0.0
173,172,1.0,0.0,1.0,0.0
174,175,1.0,0.0,1.0,0.0
174,176,1.0,0.0,1.0,0.0
174,6701313040,1.0,0.0,1.0,0.0
174,7005719430,1.0,0.0,1.0,0.0
174,7006893886,1.0,0.0,1.0,0.0
174,7404419547,1.0,0.0,1.0,0.0
175,174,1.0,0.0,1.0,0.0
175,176,1.0,0.0,1.0,0.0
175,6701313040,1.0,0.0,1.0,0.0
175,7005719430,1.0,0.0,1.0,0.0
175,7006893886,1.0,0.0,1.0,0.0
175,7404419547,1.0,0.0,1.0,0.0
176,174,1.0,0.0,1.0,0.0
176,175,1.0,0.0,1.0,0.0
176,6701313040,1.0,0.0,1.0,0.0
176,7005719430,1.0,0.0,1.0,0.0
176,7006893886,1.0,0.0,1.0,0.0
176,7404419547,1.0,0.0,1.0,0.0
177,6602994588,1.0,0.0,1.0,0.0
177,8597437200,1.0,0.0,1.0,0.0
177,8597437300,1.0,0.0,1.0,0.0
177,8597437400,1.0,0.0,1.0,0.0
177,8597437500,1.0,0.0,1.0,0.0
177,35550556200,1.0,0.0,1.0,0.0
182,183,1.0,0.0,1.0,0.0
182,7003635980,1.0,0.0,1.0,0.0
182,7103324215,1.0,0.0,1.0,0.0
182,7201859223,1.0,0.0,1.0,0.0
182,14323471600,1.0,0.0,1.0,0.0
183,182,1.0,0.0,1.0,0.0
183,7003635980,1.0,0.0,1.0,0.0
183,7103324215,1.0,0.0,1.0,0.0
183,7201859223,1.0,0.0,1.0,0.0
183,14323471600,1.0,0.0,1.0,0.0
185,186,1.0,0.0,1.0,0.0
185,7004112941,1.0,0.0,1.0,0.0
185,15049950700,1.0,0.0,1.0,0.0
185,55513241000,1.0,0.0,1.0,0.0
186,185,1.0,0.0,1.0,0.0
186,7004112941,1.0,0.0,1.0,0.0
186,15049950700,1.0,0.0,1.0,0.0
186,55513241000,1.0,0.0,1.0,0.0
187,70,1.0,0.0,1.0,0.0
187,71,1.0,0.0,1.0,0.0
188,189,1.0,0.0,1.0,0.0
188,6603479223,1.0,0.0,1.0,0.0
188,6701722656,1.0,0.0,1.0,0.0
188,7103153350,1.0,0.0,1.0,0.0
188,7201720357,1.0,0.0,1.0,0.0
189,188,1.0,0.0,1.0,0.0
189,6603479223,1.0,0.0,1.0,0.0
189,6701722656,1.0,0.0,1.0,0.0
189,7103153350,1.0,0.0,1.0,0.0
189,7201720357,1.0,0.0,1.0,0.0
190,163,1.0,1.0,0.0,1.0
190,164,1.0,1.0,0.0,1.0
190,165,1.0,1.0,0.0,1.0
191,144,1.0,0.0,1.0,0.0
191,145,1.0,0.0,1.0,0.0
192,7102484758,1.0,0.0,1.0,0.0
192,7103153350,1.0,0.0,1.0,0.0
192,7201720357,1.0,0.0,1.0,0.0
192,35213085400,1.0,0.0,1.0,0.0
193,194,1.0,0.0,1.0,0.0
193,197,1.0,0.0,1.0,0.0
194,193,1.0,0.0,1.0,0.0
194,197,1.0,0.0,1.0,0.0
195,160,1.0,0.0,1.0,0.0
196,139,1.0,0.0,1.0,0.0
196,198,1.0,0.0,1.0,0.0
196,57224721640,1.0,0.0,1.0,0.0
197,193,1.0,0.0,1.0,0.0
197,194,1.0,0.0,1.0,0.0
198,139,1.0,0.0,1.0,0.0
198,196,1.0,0.0,1.0,0.0
198,57224721640,1.0,0.0,1.0,0.0
6503862833,6507077695,1.0,0.0,1.0,0.0
6503862833,6603605609,1.0,0.0,1.0,0.0
6503862833,7003871325,1.0,0.0,1.0,0.0
6503882444,6602884948,1.0,0.0,1.0,0.0
